,id,season,week,season_type,start_date,start_time_tbd,neutral_site,conference_game,attendance,venue_id,venue,home_id,home_team,home_conference,home_points,home_line_scores,home_post_win_prob,away_id,away_team,away_conference,away_points,away_line_scores,away_post_win_prob,excitement_index
7145,303030008,2010,9,regular,2010-10-30T19:00:00.000Z,,False,True,0.0,3887.0,Donald W. Reynolds Razorback Stadium Frank Broyles Field,8,Arkansas,SEC,49,"[6, 26, 3, 14]",0.9998665170079606,238,Vanderbilt,SEC,14,"[14, 0, 0, 0]",0.00013348299203941316,
7146,303030264,2010,9,regular,2010-10-30T19:00:00.000Z,,False,True,0.0,3765.0,Husky Stadium,264,Washington,Pac-10,0,"[0, 0, 0, 0]",0.007567346740101356,24,Stanford,Pac-10,41,"[14, 14, 10, 3]",0.9924326532598986,
7147,303030251,2010,9,regular,2010-10-30T19:00:00.000Z,,False,True,0.0,3910.0,Darrell K Royal-Texas Memorial Stadium,251,Texas,Big 12,22,"[3, 9, 7, 3]",0.9157497744698584,239,Baylor,Big 12,30,"[3, 7, 7, 13]",0.08425022553014161,
7148,303030344,2010,9,regular,2010-10-30T19:00:00.000Z,,False,True,0.0,3693.0,Davis Wade Stadium,344,Mississippi State,SEC,24,"[10, 7, 0, 7]",0.54586890905311,96,Kentucky,SEC,17,"[7, 3, 7, 0]",0.45413109094688997,
7149,303030235,2010,9,regular,2010-10-30T19:00:00.000Z,,False,True,0.0,3805.0,Liberty Bowl Memorial Stadium,235,Memphis,Conference USA,17,"[3, 0, 0, 14]",0.42356006454340805,248,Houston,Conference USA,56,"[7, 28, 14, 7]",0.5764399354565919,
7150,303030009,2010,9,regular,2010-10-30T19:00:00.000Z,,False,True,0.0,3947.0,Sun Devil Stadium,9,Arizona State,Pac-10,42,"[14, 14, 7, 7]",0.9977284587844115,265,Washington State,Pac-10,0,"[0, 0, 0, 0]",0.0022715412155884795,
7151,303032005,2010,9,regular,2010-10-30T19:30:00.000Z,,False,True,0.0,3713.0,Falcon Stadium,2005,Air Force,Mountain West,23,"[7, 3, 0, 13]",0.627249177326595,254,Utah,Mountain West,28,"[7, 7, 14, 0]",0.372750822673405,
7152,303030030,2010,9,regular,2010-10-30T20:00:00.000Z,,False,True,0.0,477.0,Los Angeles Memorial Coliseum,30,USC,Pac-10,32,"[10, 7, 15, 0]",0.21759475910165957,2483,Oregon,Pac-10,53,"[8, 21, 14, 10]",0.7824052408983404,
7153,303030135,2010,9,regular,2010-10-30T20:00:00.000Z,,False,True,0.0,3953.0,TCF Bank Stadium,135,Minnesota,Big Ten,10,"[7, 0, 3, 0]",0.3692366216520467,194,Ohio State,Big Ten,52,"[14, 17, 7, 14]",0.6307633783479534,
7154,303030213,2010,9,regular,2010-10-30T20:00:00.000Z,,False,True,0.0,3632.0,Beaver Stadium,213,Penn State,Big Ten,41,"[14, 14, 10, 3]",0.8382233080823209,130,Michigan,Big Ten,31,"[7, 3, 14, 7]",0.16177669191767907,
7155,303030201,2010,9,regular,2010-10-30T21:15:00.000Z,,False,True,0.0,3835.0,Gaylord Family Oklahoma Memorial Stadium,201,Oklahoma,Big 12,43,"[3, 26, 14, 0]",0.9990046595610041,38,Colorado,Big 12,10,"[0, 3, 7, 0]",0.000995340438995851,
7156,303032440,2010,9,regular,2010-10-30T22:30:00.000Z,,False,True,0.0,3816.0,Mackay Stadium,2440,Nevada,Western Athletic,56,"[14, 21, 14, 7]",0.9934833367287028,328,Utah State,Western Athletic,42,"[0, 0, 21, 21]",0.006516663271297185,
7157,303032439,2010,9,regular,2010-10-30T23:00:00.000Z,,False,True,0.0,3914.0,Sam Boyd Stadium,2439,UNLV,Mountain West,6,"[0, 6, 0, 0]",0.06156784848438129,2628,TCU,Mountain West,48,"[7, 21, 7, 13]",0.9384321515156187,
7158,303030062,2010,9,regular,2010-10-30T23:30:00.000Z,,False,True,0.0,3610.0,Aloha Stadium,62,Hawai'i,Western Athletic,45,"[10, 21, 7, 7]",,70,Idaho,Western Athletic,10,"[3, 0, 0, 7]",,
7159,303062032,2010,10,regular,2010-11-02T19:00:00.000Z,,False,True,0.0,3625.0,Centennial Bank Stadium,2032,Arkansas State,Sun Belt,51,"[13, 10, 14, 14]",0.922542162684155,2393,Middle Tennessee,Sun Belt,24,"[10, 7, 0, 7]",0.07745783731584499,
7160,303070058,2010,10,regular,2010-11-03T19:00:00.000Z,,False,True,0.0,3886.0,Raymond James Stadium,58,South Florida,Big East,28,"[7, 10, 5, 6]",0.360990474250925,164,Rutgers,Big East,27,"[7, 10, 7, 3]",0.639009525749075,
7161,303080259,2010,10,regular,2010-11-04T19:30:00.000Z,,False,True,0.0,3799.0,Lane Stadium,259,Virginia Tech,ACC,28,"[0, 7, 0, 21]",0.9126613357161408,59,Georgia Tech,ACC,21,"[14, 0, 0, 7]",0.08733866428385917,
7162,303080195,2010,10,regular,2010-11-04T19:30:00.000Z,,False,True,0.0,3876.0,Peden Stadium,195,Ohio,Mid-American,34,"[14, 7, 6, 7]",0.8251181483011683,2084,Buffalo,Mid-American,17,"[0, 7, 3, 7]",0.17488185169883175,
7163,303092117,2010,10,regular,2010-11-05T18:00:00.000Z,,False,True,0.0,3786.0,Kelly/Shorts Stadium,2117,Central Michigan,Mid-American,26,"[10, 0, 3, 13]",0.710598974020396,2711,Western Michigan,Mid-American,22,"[2, 6, 14, 0]",0.28940102597960404,
7164,303090248,2010,10,regular,2010-11-05T20:00:00.000Z,,False,True,0.0,453.0,Robertson Stadium,248,Houston,Conference USA,33,"[3, 7, 14, 9]",0.8690903317508247,2116,UCF,Conference USA,40,"[7, 16, 7, 10]",0.13090966824917527,
7165,303100127,2010,10,regular,2010-11-06T12:00:00.000Z,,False,True,0.0,3936.0,Spartan Stadium,127,Michigan State,Big Ten,31,"[7, 14, 3, 7]",0.8475886711463838,135,Minnesota,Big Ten,8,"[0, 0, 0, 8]",0.1524113288536162,
7166,303102509,2010,10,regular,2010-11-06T12:00:00.000Z,,False,True,0.0,3907.0,Ross-Ade Stadium,2509,Purdue,Big Ten,13,"[7, 3, 0, 3]",0.4205201055567308,275,Wisconsin,Big Ten,34,"[0, 6, 14, 14]",0.5794798944432692,
7167,303100084,2010,10,regular,2010-11-06T12:00:00.000Z,,False,True,0.0,3830.0,Memorial Stadium,84,Indiana,Big Ten,13,"[3, 3, 7, 0]",0.41923440124700406,2294,Iowa,Big Ten,18,"[3, 3, 3, 9]",0.5807655987529959,
7168,303100228,2010,10,regular,2010-11-06T12:00:00.000Z,,False,True,0.0,3836.0,Memorial Stadium,228,Clemson,ACC,14,"[0, 0, 7, 7]",0.40749875095712496,152,NC State,ACC,13,"[7, 0, 3, 3]",0.592501249042875,
7169,303100130,2010,10,regular,2010-11-06T12:00:00.000Z,,False,True,0.0,3558.0,Michigan Stadium,130,Michigan,Big Ten,67,"[7, 24, 7, 7, 7, 7, 8]",0.9294682409101753,356,Illinois,Big Ten,65,"[6, 25, 0, 14, 7, 7, 6]",0.07053175908982467,
7170,303100150,2010,10,regular,2010-11-06T12:00:00.000Z,,False,True,0.0,3982.0,Wallace Wade Stadium,150,Duke,ACC,55,"[21, 3, 10, 21]",0.48131019556619575,258,Virginia,ACC,48,"[7, 14, 7, 20]",0.5186898044338042,
7171,303100183,2010,10,regular,2010-11-06T12:00:00.000Z,,False,True,0.0,1964.0,Carrier Dome,183,Syracuse,Big East,20,"[7, 10, 3, 0]",0.23364230760738808,97,Louisville,Big East,28,"[14, 0, 7, 7]",0.7663576923926119,
7172,303100349,2010,10,regular,2010-11-06T12:00:00.000Z,,False,False,0.0,3841.0,Blaik Field at Michie Stadium,349,Army,FBS Independents,22,"[6, 7, 3, 6]",0.7343337877153734,2005,Air Force,Mountain West,42,"[0, 21, 7, 14]",0.2656662122846266,
7173,303102390,2010,10,regular,2010-11-06T12:00:00.000Z,,False,True,0.0,3948.0,Hard Rock Stadium,2390,Miami,ACC,26,"[6, 9, 3, 8]",0.8869841474729774,120,Maryland,ACC,20,"[0, 17, 0, 3]",0.11301585252702262,
7174,303100238,2010,10,regular,2010-11-06T12:21:00.000Z,,False,True,0.0,3973.0,Vanderbilt Stadium,238,Vanderbilt,SEC,14,"[0, 0, 7, 7]",0.02194863529504032,57,Florida,SEC,55,"[7, 34, 14, 0]",0.9780513647049597,
7175,303100197,2010,10,regular,2010-11-06T12:30:00.000Z,,False,True,0.0,3646.0,Boone Pickens Stadium,197,Oklahoma State,Big 12,55,"[10, 14, 17, 14]",0.9981655951278819,239,Baylor,Big 12,28,"[0, 0, 14, 14]",0.0018344048721180561,
7176,303100061,2010,10,regular,2010-11-06T12:30:00.000Z,,False,False,0.0,3917.0,Sanford Stadium,61,Georgia,SEC,55,"[6, 35, 14, 0]",0.9999584663068949,304,Idaho State,,7,"[0, 0, 0, 7]",0.00004153369310511135,
7177,303100096,2010,10,regular,2010-11-06T12:30:00.000Z,,False,False,0.0,3683.0,Commonwealth Stadium,96,Kentucky,SEC,49,"[14, 14, 7, 14]",0.982029354961917,2127,Charleston Southern,,21,"[7, 7, 7, 0]",0.01797064503808299,
7178,303102050,2010,10,regular,2010-11-06T13:00:00.000Z,,False,True,0.0,3919.0,Scheumann Stadium,2050,Ball State,Mid-American,37,"[0, 13, 3, 7, 7, 7]",0.7081557807313362,2006,Akron,Mid-American,30,"[7, 0, 9, 7, 7, 0]",0.2918442192686638,
7179,303100002,2010,10,regular,2010-11-06T13:00:00.000Z,,False,False,0.0,3785.0,Jordan-Hare Stadium,2,Auburn,SEC,62,"[27, 21, 7, 7]",0.9998483683710567,236,Chattanooga,,24,"[0, 14, 7, 3]",0.00015163162894327176,
7180,303102305,2010,10,regular,2010-11-06T14:00:00.000Z,,False,True,0.0,3833.0,Memorial Stadium,2305,Kansas,Big 12,52,"[3, 7, 7, 35]",0.811633344289847,38,Colorado,Big 12,45,"[14, 21, 3, 7]",0.18836665571015299,
7181,303100252,2010,10,regular,2010-11-06T14:00:00.000Z,,False,True,0.0,3801.0,LaVell Edwards Stadium,252,BYU,Mountain West,55,"[14, 24, 14, 3]",0.9999754024758627,2439,UNLV,Mountain West,7,"[0, 0, 0, 7]",0.000024597524137304205,
7182,303102309,2010,10,regular,2010-11-06T14:00:00.000Z,,False,True,0.0,3696.0,Dix Stadium,2309,Kent State,Mid-American,10,"[3, 0, 0, 7]",0.6202130771626791,218,Temple,Mid-American,28,"[0, 14, 7, 7]",0.37978692283732085,
7183,303100202,2010,10,regular,2010-11-06T14:00:00.000Z,,False,True,0.0,3674.0,Skelly Field at H. A. Chapman Stadium,202,Tulsa,Conference USA,64,"[20, 21, 16, 7]",0.9973190520008407,242,Rice,Conference USA,27,"[7, 0, 13, 7]",0.0026809479991593,
7184,303100328,2010,10,regular,2010-11-06T15:00:00.000Z,,False,True,0.0,3905.0,Romney Stadium,328,Utah State,Western Athletic,27,"[7, 3, 7, 10]",0.7621157118978154,166,New Mexico State,Western Athletic,22,"[14, 3, 0, 5]",0.23788428810218465,
7185,303100099,2010,10,regular,2010-11-06T15:30:00.000Z,,False,True,0.0,3958.0,Tiger Stadium,99,LSU,SEC,24,"[3, 0, 7, 14]",0.7139759243489056,333,Alabama,SEC,21,"[0, 7, 7, 7]",0.28602407565109444,
7186,303100254,2010,10,regular,2010-11-06T15:30:00.000Z,,False,True,0.0,587.0,Rice-Eccles Stadium,254,Utah,Mountain West,7,"[0, 0, 0, 7]",0.005340497229950924,2628,TCU,Mountain West,47,"[20, 3, 14, 10]",0.9946595027700491,
7187,303102655,2010,10,regular,2010-11-06T15:30:00.000Z,,False,True,0.0,3493.0,Mercedes-Benz Superdome,2655,Tulane,Conference USA,30,"[7, 13, 10, 0]",0.9388092383070412,2572,Southern Mississippi,Conference USA,46,"[13, 7, 10, 16]",0.061190761692958784,
7188,303100213,2010,10,regular,2010-11-06T15:30:00.000Z,,False,True,0.0,3632.0,Beaver Stadium,213,Penn State,Big Ten,35,"[0, 7, 21, 7]",0.9275763238493459,77,Northwestern,Big Ten,21,"[7, 14, 0, 0]",0.07242367615065415,
7189,303100052,2010,10,regular,2010-11-06T15:30:00.000Z,,False,True,0.0,3697.0,Bobby Bowden Field at Doak Campbell Stadium,52,Florida State,ACC,35,"[7, 21, 0, 7]",0.6087614403356344,153,North Carolina,ACC,37,"[14, 7, 10, 6]",0.3912385596643656,
7190,303102483,2010,10,regular,2010-11-06T15:30:00.000Z,,False,True,0.0,3626.0,Autzen Stadium,2483,Oregon,Pac-10,53,"[0, 18, 21, 14]",0.9195745445238845,264,Washington,Pac-10,16,"[0, 6, 10, 0]",0.08042545547611546,
7191,303100068,2010,10,regular,2010-11-06T15:30:00.000Z,,False,True,0.0,3653.0,Albertsons Stadium,68,Boise State,Western Athletic,42,"[6, 15, 14, 7]",0.9999236242522072,62,Hawai'i,Western Athletic,7,"[0, 0, 0, 7]",0.00007637574779284506,
7192,303100066,2010,10,regular,2010-11-06T15:30:00.000Z,,False,True,0.0,3772.0,Jack Trice Stadium,66,Iowa State,Big 12,30,"[0, 10, 0, 14, 6]",0.3590164422841253,158,Nebraska,Big 12,31,"[0, 7, 17, 0, 7]",0.6409835577158747,
7193,303100154,2010,10,regular,2010-11-06T15:30:00.000Z,,False,True,0.0,3630.0,BB&T Field,154,Wake Forest,ACC,13,"[3, 3, 0, 7]",0.33962329677980857,103,Boston College,ACC,23,"[7, 7, 6, 3]",0.6603767032201915,
7194,303100151,2010,10,regular,2010-11-06T15:30:00.000Z,,False,False,0.0,3699.0,Dowdy-Ficklen Stadium,151,East Carolina,Conference USA,35,"[14, 7, 7, 7]",0.9578234281541177,2426,Navy,FBS Independents,76,"[14, 14, 27, 21]",0.042176571845882305,
7195,303102348,2010,10,regular,2010-11-06T16:00:00.000Z,,False,True,0.0,3776.0,Joe Aillet Stadium,2348,Louisiana Tech,Western Athletic,34,"[14, 0, 7, 13]",0.377840475930621,278,Fresno State,Western Athletic,40,"[7, 3, 7, 23]",0.622159524069379,
7196,303100265,2010,10,regular,2010-11-06T16:00:00.000Z,,False,True,0.0,3820.0,Martin Stadium,265,Washington State,Pac-10,13,"[0, 10, 3, 0]",0.44414111434051917,25,California,Pac-10,20,"[0, 7, 7, 6]",0.5558588856594808,
7197,303100005,2010,10,regular,2010-11-06T16:15:00.000Z,,False,True,0.0,3803.0,Legion Field,5,UAB,Conference USA,17,"[7, 7, 0, 3]",0.2723642748384095,276,Marshall,Conference USA,31,"[14, 3, 0, 14]",0.7276357251615905,
7198,303100098,2010,10,regular,2010-11-06T16:30:00.000Z,,False,True,0.0,3796.0,Houchens Industries-L. T. Smith Stadium,98,Western Kentucky,Sun Belt,16,"[7, 2, 7, 0]",0.888781448938375,2226,Florida Atlantic,Sun Belt,17,"[7, 7, 0, 3]",0.11121855106162504,
7199,303100070,2010,10,regular,2010-11-06T17:00:00.000Z,,False,True,0.0,3791.0,Kibbie Dome,70,Idaho,Western Athletic,17,"[0, 3, 14, 0]",0.18143572708533945,2440,Nevada,Western Athletic,63,"[14, 14, 14, 21]",0.8185642729146605,
7200,303100167,2010,10,regular,2010-11-06T18:00:00.000Z,,False,True,0.0,3971.0,University Stadium,167,New Mexico,Mountain West,34,"[7, 7, 3, 17]",0.8172083922307745,2751,Wyoming,Mountain West,31,"[7, 14, 0, 10]",0.18279160776922554,
7201,303100145,2010,10,regular,2010-11-06T19:00:00.000Z,,False,False,0.0,3974.0,Vaught-Hemingway Stadium,145,Ole Miss,SEC,43,"[24, 6, 3, 10]",0.999689528558803,309,Louisiana,Sun Belt,21,"[7, 14, 0, 0]",0.0003104714411970022,
7202,303100249,2010,10,regular,2010-11-06T19:00:00.000Z,,False,True,0.0,,,249,North Texas,Sun Belt,35,"[7, 7, 14, 7]",,2653,Troy,Sun Belt,41,"[14, 10, 10, 7]",,
7203,303100026,2010,10,regular,2010-11-06T19:00:00.000Z,,False,True,0.0,1056.0,Rose Bowl,26,UCLA,Pac-10,17,"[7, 0, 7, 3]",0.680293784723898,204,Oregon State,Pac-10,14,"[7, 0, 7, 0]",0.319706215276102,
7204,303100245,2010,10,regular,2010-11-06T19:00:00.000Z,,False,True,0.0,3795.0,Kyle Field,245,Texas A&M,Big 12,33,"[9, 3, 7, 14]",0.9306969316484744,201,Oklahoma,Big 12,19,"[0, 0, 17, 2]",0.06930306835152555,
7205,303102579,2010,10,regular,2010-11-06T19:00:00.000Z,,False,True,0.0,3994.0,Williams-Brice Stadium,2579,South Carolina,SEC,20,"[7, 3, 0, 10]",0.5559710794339384,8,Arkansas,SEC,41,"[7, 17, 10, 7]",0.4440289205660616,
7206,303102229,2010,10,regular,2010-11-06T19:30:00.000Z,,False,True,0.0,218.0,FIU Stadium,2229,Florida International,Sun Belt,42,"[14, 7, 0, 7, 7, 7]",0.6046102832234824,2433,Louisiana Monroe,Sun Belt,35,"[10, 0, 10, 8, 7, 0]",0.3953897167765176,
7207,303100235,2010,10,regular,2010-11-06T20:00:00.000Z,,False,False,0.0,3805.0,Liberty Bowl Memorial Stadium,235,Memphis,Conference USA,14,"[7, 0, 0, 7]",0.03471502583167365,2633,Tennessee,SEC,50,"[13, 27, 10, 0]",0.9652849741683264,
7208,303102306,2010,10,regular,2010-11-06T20:00:00.000Z,,False,True,0.0,3636.0,Bill Snyder Family Football Stadium,2306,Kansas State,Big 12,39,"[10, 14, 15, 0]",0.7533883291995733,251,Texas,Big 12,14,"[0, 0, 0, 14]",0.24661167080042667,
7209,303102641,2010,10,regular,2010-11-06T20:00:00.000Z,,False,True,0.0,3784.0,Jones AT&T Stadium,2641,Texas Tech,Big 12,24,"[3, 7, 14, 0]",0.8474248398543666,142,Missouri,Big 12,17,"[14, 3, 0, 0]",0.15257516014563344,
7210,303100024,2010,10,regular,2010-11-06T20:00:00.000Z,,False,True,0.0,3940.0,Stanford Stadium,24,Stanford,Pac-10,42,"[7, 14, 14, 7]",0.9586428295176335,12,Arizona,Pac-10,17,"[0, 3, 7, 7]",0.041357170482366534,
7211,303102638,2010,10,regular,2010-11-06T21:05:00.000Z,,False,True,0.0,3946.0,Sun Bowl Stadium,2638,UTEP,Conference USA,28,"[14, 7, 0, 7]",0.6637064678214346,2567,SMU,Conference USA,14,"[0, 7, 7, 0]",0.3362935321785654,
7212,303100021,2010,10,regular,2010-11-06T22:00:00.000Z,,False,True,0.0,3932.0,Qualcomm Stadium,21,San Diego State,Mountain West,24,"[0, 7, 10, 7]",0.5306961465551874,36,Colorado State,Mountain West,19,"[3, 3, 7, 6]",0.4693038534448126,
7213,303100030,2010,10,regular,2010-11-06T22:30:00.000Z,,False,True,0.0,477.0,Los Angeles Memorial Coliseum,30,USC,Pac-10,34,"[0, 14, 15, 5]",0.3198855076398904,9,Arizona State,Pac-10,33,"[7, 0, 14, 12]",0.6801144923601097,
7214,303132459,2010,11,regular,2010-11-09T19:00:00.000Z,,False,True,0.0,3764.0,Brigham Field at Huskie Stadium,2459,Northern Illinois,Mid-American,65,"[7, 21, 28, 9]",0.9954851645742872,2649,Toledo,Mid-American,30,"[0, 0, 23, 7]",0.004514835425712849,
7215,303140189,2010,11,regular,2010-11-10T20:00:00.000Z,,False,True,0.0,3700.0,Doyt Perry Stadium,189,Bowling Green,Mid-American,21,"[0, 7, 0, 14]",0.1460438320593236,193,Miami (OH),Mid-American,24,"[7, 7, 7, 3]",0.8539561679406764,
7216,303150041,2010,11,regular,2010-11-11T19:30:00.000Z,,False,True,0.0,3892.0,Rentschler Field,41,Connecticut,Big East,30,"[7, 3, 10, 10]",0.5847053821924127,221,Pittsburgh,Big East,28,"[7, 0, 14, 7]",0.41529461780758725,
7217,303150005,2010,11,regular,2010-11-11T20:00:00.000Z,,False,True,0.0,3803.0,Legion Field,5,UAB,Conference USA,42,"[7, 14, 14, 7]",0.7942692607609319,151,East Carolina,Conference USA,54,"[7, 17, 3, 27]",0.20573073923906815,
7218,303162084,2010,11,regular,2010-11-12T18:00:00.000Z,,False,True,0.0,3965.0,UB Stadium,2084,Buffalo,Mid-American,3,"[3, 0, 0, 0]",0.10226326992985119,2050,Ball State,Mid-American,20,"[0, 10, 10, 0]",0.8977367300701489,
7219,303160070,2010,11,regular,2010-11-12T21:00:00.000Z,,False,True,0.0,3791.0,Kibbie Dome,70,Idaho,Western Athletic,14,"[0, 0, 7, 7]",0.16115133442639665,68,Boise State,Western Athletic,52,"[28, 10, 14, 0]",0.8388486655736034,
7220,303170150,2010,11,regular,2010-11-13T12:00:00.000Z,,False,True,0.0,3982.0,Wallace Wade Stadium,150,Duke,ACC,16,"[3, 3, 3, 7]",0.39808674890449747,103,Boston College,ACC,21,"[0, 7, 14, 0]",0.6019132510955025,
7221,303172116,2010,11,regular,2010-11-13T12:00:00.000Z,,False,True,0.0,3652.0,Bright House Networks Stadium,2116,UCF,Conference USA,21,"[14, 0, 0, 7]",,2572,Southern Mississippi,Conference USA,31,"[3, 14, 7, 7]",,
7222,303170275,2010,11,regular,2010-11-13T12:00:00.000Z,,False,True,0.0,347.0,Camp Randall Stadium,275,Wisconsin,Big Ten,83,"[10, 28, 21, 24]",0.9951957071016537,84,Indiana,Big Ten,20,"[7, 3, 3, 7]",0.004804292898346274,
7223,303170077,2010,11,regular,2010-11-13T12:00:00.000Z,,False,True,0.0,3911.0,Ryan Field,77,Northwestern,Big Ten,21,"[7, 0, 0, 14]",0.7333908343064973,2294,Iowa,Big Ten,17,"[0, 3, 14, 0]",0.2666091656935027,
7224,303170059,2010,11,regular,2010-11-13T12:00:00.000Z,,False,True,0.0,721.0,Bobby Dodd Stadium at Historic Grant Field,59,Georgia Tech,ACC,10,"[0, 3, 7, 0]",0.5998582061482817,2390,Miami,ACC,35,"[14, 0, 14, 7]",0.40014179385171833,
7225,303170097,2010,11,regular,2010-11-13T12:00:00.000Z,,False,True,0.0,3873.0,Papa John's Cardinal Stadium,97,Louisville,Big East,21,"[7, 7, 0, 7, 0]",0.4982951779686157,58,South Florida,Big East,24,"[0, 10, 3, 8, 3]",0.5017048220313842,
7226,303170277,2010,11,regular,2010-11-13T12:00:00.000Z,,False,True,0.0,3842.0,Mountaineer Field at Milan Puskar Stadium,277,West Virginia,Big East,37,"[14, 16, 7, 0]",0.9835377271138194,2132,Cincinnati,Big East,10,"[0, 3, 7, 0]",0.01646227288618063,
7227,303170356,2010,11,regular,2010-11-13T12:00:00.000Z,,False,True,0.0,3832.0,Memorial Stadium,356,Illinois,Big Ten,34,"[7, 0, 13, 14]",0.6173773534854875,135,Minnesota,Big Ten,38,"[0, 17, 7, 14]",0.3826226465145125,
7228,303172509,2010,11,regular,2010-11-13T12:00:00.000Z,,False,True,0.0,3907.0,Ross-Ade Stadium,2509,Purdue,Big Ten,16,"[3, 10, 3, 0]",0.4624440619919393,130,Michigan,Big Ten,27,"[14, 0, 6, 7]",0.5375559380080607,
7229,303172633,2010,11,regular,2010-11-13T12:00:00.000Z,,False,True,0.0,3853.0,Neyland Stadium,2633,Tennessee,SEC,52,"[21, 10, 14, 7]",0.9979642042853235,145,Ole Miss,SEC,14,"[0, 14, 0, 0]",0.0020357957146764916,
7230,303170096,2010,11,regular,2010-11-13T12:21:00.000Z,,False,True,0.0,3683.0,Commonwealth Stadium,96,Kentucky,SEC,38,"[3, 7, 14, 14]",0.8525646858242617,238,Vanderbilt,SEC,20,"[3, 10, 0, 7]",0.1474353141757383,
7231,303170142,2010,11,regular,2010-11-13T12:30:00.000Z,,False,True,0.0,3838.0,Faurot Field,142,Missouri,Big 12,38,"[7, 14, 10, 7]",0.6920032482738115,2306,Kansas State,Big 12,28,"[0, 14, 0, 14]",0.30799675172618846,
7232,303170038,2010,11,regular,2010-11-13T13:30:00.000Z,,False,True,0.0,3726.0,Folsom Field,38,Colorado,Big 12,34,"[3, 14, 10, 7]",0.9904003321133827,66,Iowa State,Big 12,14,"[0, 7, 0, 7]",0.009599667886617258,
7233,303172711,2010,11,regular,2010-11-13T14:00:00.000Z,,False,True,0.0,3980.0,Waldo Stadium,2711,Western Michigan,Mid-American,45,"[14, 10, 7, 14]",0.9582152712924856,2199,Eastern Michigan,Mid-American,30,"[7, 14, 3, 6]",0.041784728707514374,
7234,303170036,2010,11,regular,2010-11-13T14:00:00.000Z,,False,True,0.0,3761.0,Sonny Lubick Field at Hughes Stadium,36,Colorado State,Mountain West,10,"[0, 0, 0, 10]",0.43898563755779074,252,BYU,Mountain West,49,"[14, 21, 7, 7]",0.5610143624422093,
7235,303170152,2010,11,regular,2010-11-13T14:00:00.000Z,,False,True,0.0,3670.0,Carter-Finley Stadium,152,NC State,ACC,38,"[3, 7, 14, 14]",0.9996975190271089,154,Wake Forest,ACC,3,"[0, 3, 0, 0]",0.0003024809728910949,
7236,303172309,2010,11,regular,2010-11-13T14:00:00.000Z,,False,False,0.0,3696.0,Dix Stadium,2309,Kent State,Mid-American,28,"[0, 7, 14, 7]",0.35347243783844284,349,Army,FBS Independents,45,"[14, 14, 7, 10]",0.6465275621615572,
7237,303170087,2010,11,regular,2010-11-13T14:30:00.000Z,,False,False,0.0,3855.0,Notre Dame Stadium,87,Notre Dame,FBS Independents,28,"[7, 7, 14, 0]",0.660338129646165,254,Utah,Mountain West,3,"[3, 0, 0, 0]",0.339661870353835,
7238,303172032,2010,11,regular,2010-11-13T15:00:00.000Z,,False,True,0.0,3625.0,Centennial Bank Stadium,2032,Arkansas State,Sun Belt,35,"[7, 0, 0, 21, 7]",0.9334577015177725,98,Western Kentucky,Sun Belt,36,"[0, 7, 14, 7, 8]",0.06654229848222748,
7239,303170276,2010,11,regular,2010-11-13T15:00:00.000Z,,False,True,0.0,3775.0,Joan C. Edwards Stadium,276,Marshall,Conference USA,28,"[0, 0, 14, 14]",0.8085734813663676,235,Memphis,Conference USA,13,"[7, 3, 0, 3]",0.19142651863363236,
7240,303170258,2010,11,regular,2010-11-13T15:30:00.000Z,,False,True,0.0,3923.0,Scott Stadium,258,Virginia,ACC,23,"[10, 10, 3, 0]",0.5310931452375204,120,Maryland,ACC,42,"[7, 14, 0, 21]",0.4689068547624796,
7241,303170164,2010,11,regular,2010-11-13T15:30:00.000Z,,False,True,0.0,3754.0,High Point Solutions Stadium,164,Rutgers,Big East,10,"[0, 3, 7, 0]",0.34261489610896145,183,Syracuse,Big East,13,"[7, 0, 3, 3]",0.6573851038910385,
7242,303172393,2010,11,regular,2010-11-13T15:30:00.000Z,,False,True,0.0,3725.0,"Johnny Red"""" Floyd Stadium""""",2393,Middle Tennessee,Sun Belt,17,"[0, 10, 7, 0]",0.3860705948397107,249,North Texas,Sun Belt,23,"[14, 3, 3, 3]",0.6139294051602893,
7243,303172426,2010,11,regular,2010-11-13T15:30:00.000Z,,False,False,0.0,3852.0,Navy-Marine Corps Memorial Stadium,2426,Navy,FBS Independents,38,"[14, 7, 14, 3]",0.9247189983319237,2117,Central Michigan,Mid-American,37,"[7, 17, 0, 13]",0.07528100166807628,
7244,303172653,2010,11,regular,2010-11-13T15:30:00.000Z,,False,True,0.0,3975.0,Veterans Memorial Stadium,2653,Troy,Sun Belt,35,"[7, 14, 14, 0]",0.5833501743918533,2229,Florida International,Sun Belt,52,"[7, 31, 7, 7]",0.4166498256081467,
7245,303172655,2010,11,regular,2010-11-13T15:30:00.000Z,,False,True,0.0,3493.0,Mercedes-Benz Superdome,2655,Tulane,Conference USA,54,"[14, 24, 7, 9]",0.7731651478076081,242,Rice,Conference USA,49,"[7, 14, 14, 14]",0.22683485219239186,
7246,303170002,2010,11,regular,2010-11-13T15:30:00.000Z,,False,True,0.0,3785.0,Jordan-Hare Stadium,2,Auburn,SEC,49,"[7, 14, 14, 14]",0.7371844352859157,61,Georgia,SEC,31,"[21, 0, 10, 0]",0.2628155647140843,
